,season,stage,date,match_id,home_team_id,away_team_id,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,result,Year,Hour,Month,Day,HmGoals,Hmassists,awGoals,awassists
186,2015/2016,26,2016-02-14,49364,8456,8586,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,31432,30509.0,174321,39027,31291,101103,40196,37459.0,36615,246575,37412,26295,159833.0,160599,264221,46353,361315,41008,212867,157723,363333,194165,win,2016,0,2,14,138.0,134.0,39.0,41.0
187,2015/2016,26,2016-02-13,41566,9850,8654,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,10,10,10,40602,24903.0,178206,26209,231801,46354,24393,201664.0,35493,32705,31953,169756,139605.42480211082,24751,49543,155782,37169,23678,163919,158545,195927,25496,lose,2016,0,2,13,50.0,29.0,45.0,49.0
188,2015/2016,26,2016-02-13,45138,8472,10260,1,2,4,6,8,3,5,7,5,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,8,8,8,11,37233,432040.0,93457,24150,180330,25150,158879,109330.0,166019,101969,30348,182917,46820.0,165823,161012,693138,46893,34944,299215,41468,413557,30829,lose,2016,0,2,13,15.0,18.0,68.0,56.0
189,2015/2016,26,2016-02-13,55593,10003,8466,1,2,4,6,8,4,6,3,5,7,5,1,3,5,7,2,4,6,8,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,9,11,11,30973,89185.0,155050,24948,102356,23882,46008,95955.0,157729,38831,109121,95336,209405.0,26552,46010,23792,209384,212470,538112,279490,23293,41280,win,2016,0,2,13,43.0,52.0,41.0,35.0
190,2015/2016,27,2016-02-27,43388,8197,9850,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,37770,436036.0,23571,38899,43061,278343,173317,319300.0,139671,286119,20694,40602,163815.0,24903,178206,72417,201664,40100,46354,231801,32705,31953,lose,2016,0,2,27,37.0,33.0,35.0,14.0
191,2015/2016,27,2016-04-20,40497,8650,8668,1,2,4,6,8,4,6,3,5,7,5,1,4,6,8,2,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,37868,157838.0,114268,94043,314605,38807,95327,37234.0,242709,184536,426202,186054,263653.0,213878,24846,193859,101192,23782,26151,215384,30895,181276,win,2016,0,4,20,70.0,92.0,109.0,136.0
192,2015/2016,27,2016-02-28,45824,10260,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,182917,465614.0,34944,161012,161035,46893,164676,299215.0,41468,303824,696365,30859,427438.0,177503,46539,38521,159594,75489,113836,36378,50047,31013,win,2016,0,2,28,67.0,60.0,98.0,69.0
193,2015/2016,27,2016-04-19,49280,10261,8456,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,163604,109652.0,277761,279489,308932,166422,38373,160243.0,94550,479020,46700,31432,30509.0,39027,156551,16351,36615,101103,33991,169200,78324,37412,win,2016,0,4,19,34.0,33.0,92.0,93.0
194,2015/2016,27,2016-02-27,57504,8466,8455,1,1,3,5,7,9,3,5,7,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,3,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,95336,160627.0,209405,26552,46010,538112,212470,209384.0,23792,187266,23293,170323,72541.0,23783,31306,324910,32345,30613,107417,94086,150250,19243,draw,2016,0,2,27,32.0,21.0,114.0,126.0
195,2015/2016,27,2016-02-27,57379,10194,10252,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,288880,36786.0,200962,119541,37194,23253,186831,176300.0,26434,110148,33881,24579,32870.0,257847,33086,93484,183500,182223,179410,261313,358289,23264,lose,2016,0,2,27,22.0,35.0,29.0,29.0
196,2015/2016,27,2016-02-28,38909,8586,10003,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,6,8,10,10,26295,159833.0,160599,264221,46353,361315,212867,363333.0,157723,174850,194165,30973,89185.0,155050,24948,102356,46008,23882,144996,157729,95955,109121,lose,2016,0,2,28,33.0,39.0,44.0,40.0
197,2015/2016,27,2016-02-27,51219,9817,8678,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,30455,165773.0,40548,114769,417068,30966,22991,41365.0,46120,72436,101419,30974,160447.0,35515,156013,68237,155913,155129,23629,160496,185236,232253,lose,2016,0,2,27,19.0,8.0,10.0,5.0
198,2015/2016,27,2016-02-27,43783,8659,9826,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,24147,169162.0,32441,26527,23257,24148,113968,33468.0,239807,25075,51545,36283,154271.0,23837,23030,146830,22929,26160,198510,169721,149917,30960,draw,2016,0,2,27,127.0,94.0,56.0,39.0
199,2015/2016,27,2016-02-27,40222,8654,8472,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,5,4,6,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,8,8,10,10,10,169756,138742.0501319261,24751,49543,155782,210276,37169,148302.0,158545,183670,25496,37233,432040.0,93457,24150,180330,158879,109330,25150,101969,30348,166019,win,2016,0,2,27,36.0,31.0,80.0,33.0
200,2015/2016,28,2016-03-02,56832,9825,10003,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,7,11,30859,427438.0,35606,177503,38521,159594,75489,242094.0,36378,50047,46469,30973,111800.0,193223,24948,259810,38831,46008,109638,144996,95955,26344,win,2016,0,3,2,59.0,55.0,38.0,33.0
201,2015/2016,28,2016-03-01,51617,10252,8668,1,1,3,5,7,9,3,5,7,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,3,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,69650,32870.0,24208,33086,161414,93484,183500,182223.0,179410,154280,23264,186054,77690.0,23268,213878,193859,101192,23782,30895,215384,26151,181276,lose,2016,0,3,1,41.0,40.0,110.0,106.0
202,2015/2016,28,2016-03-01,55445,8678,8466,1,2,4,6,8,2,4,6,5,8,5,1,3,5,7,2,4,6,8,5,4,6,1,3,3,3,3,7,7,7,9,7,11,1,3,3,3,7,7,7,7,9,11,11,30974,160447.0,35515,156013,68237,155913,155129,23629.0,185236,46349,232253,95336,209405.0,26552,72665,160627,279490,212470,46010,303339,23293,187266,lose,2016,0,3,1,4.0,3.0,49.0,28.0
203,2015/2016,28,2016-03-01,47625,8197,8659,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37770,49571.0,38899,23571,43061,278343,173317,103419.0,139671,20694,286119,24147,169162.0,32441,26527,163200,33468,24148,113968,25075,51545,239807,win,2016,0,3,1,34.0,25.0,88.0,55.0
204,2015/2016,28,2016-03-01,39273,9850,8455,1,1,3,5,7,9,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,3,7,7,7,7,11,1,3,3,3,3,6,6,8,8,8,11,40602,163815.0,72417,24903,178206,231801,201664,40100.0,46354,35493,31953,170323,72541.0,23783,31306,467354,30613,115067,303059,128864,107417,19243,lose,2016,0,3,1,28.0,21.0,128.0,137.0
205,2015/2016,28,2016-03-01,57765,8472,9826,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,37233,432040.0,93457,24150,180330,158879,101969,109330.0,109058,166019,30348,36283,154271.0,23837,23030,146830,26160,8985,149917,198510,169721,160194,lose,2016,0,3,1,22.0,17.0,58.0,42.0
206,2015/2016,28,2016-03-02,48627,8654,8586,1,4,6,8,2,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,169756,24751.0,49543,155782,158545,163919,148302,37169.0,210276,183670,25496,26295,191869.0,160599,264221,276121,361315,160448,174850,157723,110189,194165,lose,2016,0,3,2,36.0,31.0,40.0,40.0
207,2015/2016,28,2016-03-02,41847,8650,8456,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,37868,239856.0,30831,114268,157838,156008,307021,38807.0,242709,37234,426202,31432,30509.0,39027,174321,31291,101103,40196,33991,37459,246575,37412,win,2016,0,3,2,80.0,102.0,91.0,122.0
208,2015/2016,28,2016-03-02,43310,10260,9817,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,182917,465614.0,639058,161012,161035,164676,46893,413557.0,41468,303824,696365,30455,213809.0,41927,114769,35712,25816,30966,22991,41365,72436,101419,win,2016,0,3,2,53.0,43.0,17.0,8.0
209,2015/2016,28,2016-03-02,54730,10194,10261,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,288880,36786.0,119541,200962,37194,23253,186831,176300.0,26434,110148,33881,23979,104482.0,24228,279489,308932,127130,160243,94550,108038,31292,351860,lose,2016,0,3,2,22.0,35.0,53.0,46.0
210,2015/2016,29,2016-03-05,53945,8455,10194,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,170323,72541.0,23783,31306,324910,32345,115067,128864.0,94086,107417,303059,288880,119541.0,173382,200962,37194,23253,186831,176300,26434,110148,72735,win,2016,0,3,5,108.0,95.0,12.0,32.0
211,2015/2016,29,2016-03-06,58234,9826,8650,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,119079,146830.0,23837,23030,183519,22929,8985,198510.0,26160,160194,30960,37868,239856.0,114268,94043,314605,156008,307021,38807,242709,37234,426202,lose,2016,0,3,6,48.0,40.0,74.0,92.0
212,2015/2016,29,2016-03-05,53740,8668,8654,1,3,5,7,2,4,6,8,3,5,7,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10,186054,263653.0,23268,213878,193859,215384,101192,77690.0,30895,181276,26151,169756,575789.0,148302,49543,155782,37169,163919,210276,158545,183670,25496,lose,2016,0,3,5,117.0,84.0,28.0,30.0
213,2015/2016,29,2016-03-05,54336,8456,10252,1,2,4,6,8,2,4,6,8,4,6,1,3,5,7,1,3,5,7,9,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,7,7,7,7,7,10,10,31432,26111.0,39027,174321,31291,33991,40196,36615.0,37459,143365,37412,69650,24208.0,33086,161414,32870,179410,182223,261313,93484,23264,154280,win,2016,0,3,5,143.0,135.0,88.0,60.0
214,2015/2016,29,2016-03-05,46844,10261,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,23979,104482.0,279489,24228,308932,127130,160243,94550.0,479020,108038,161420,30974,160447.0,35515,156013,68237,155913,46810,23629,46349,185236,232253,win,2016,0,3,5,49.0,42.0,9.0,3.0
215,2015/2016,29,2016-03-05,51710,8466,8472,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,95336,149855.0,26552,209405,46010,212470,209384,23792.0,303339,94267,41280,37233,432040.0,93457,26108,180330,158879,184822,109330,109058,166019,101969,draw,2016,0,3,5,26.0,25.0,30.0,16.0
216,2015/2016,29,2016-03-05,31241,10003,9850,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,30973,89185.0,155050,24948,102356,46008,23882,38831.0,157729,95955,109121,40602,163815.0,178206,24903,231801,201664,46354,24393,35493,32705,31953,win,2016,0,3,5,43.0,52.0,44.0,27.0
217,2015/2016,29,2016-03-05,55462,8586,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26295,159833.0,160599,264221,46353,361315,41008,174850.0,363333,157723,194165,50065,427438.0,35606,177503,78513,159594,339992,75489,36378,50047,113836,lose,2016,0,3,5,41.0,49.0,59.0,57.0
218,2015/2016,29,2016-03-05,36291,9817,8197,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,30455,213809.0,41927,417068,35712,46120,37631,22991.0,41365,101419,72436,37770,49571.0,23571,38899,43061,278343,173317,319300,139671,20694,286119,win,2016,0,3,5,13.0,4.0,32.0,25.0
219,2015/2016,29,2016-03-06,44462,8659,10260,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,24147,169162.0,32441,26527,163200,33468,113968,24148.0,25075,51545,239807,182917,46820.0,165823,161012,161035,164676,34944,299215,41468,413557,696365,lose,2016,0,3,6,88.0,55.0,64.0,58.0
220,2015/2016,3,2015-08-24,33930,9825,8650,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30859,427438.0,425255,177503,38521,159594,37436,75489.0,36378,50047,46469,37868,157838.0,22764,114268,568571,307021,95327,38807,184536,242709,148315,win,2015,0,8,24,78.0,85.0,70.0,83.0
221,2015/2016,3,2015-08-22,40379,9826,10252,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,119079,146830.0,23837,23030,183519,28901,26160,35345.0,46417,198510,35523,69650,183500.0,24208,161414,473853,56972,182223,179410,23264,107415,312765,win,2015,0,8,22,66.0,41.0,76.0,53.0
222,2015/2016,3,2015-08-23,37096,8668,8456,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,31465,77690.0,263653,23268,316688,101192,23782,30922.0,215384,160713,181276,31432,26111.0,39027,156551,16351,36615,40196,33991,37459,246575,37412,win,2015,0,8,23,87.0,68.0,139.0,153.0
223,2015/2016,3,2015-08-22,31352,8197,8586,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,37770,67850.0,38899,23571,214570,278343,173317,103419.0,139671,20694,286119,26295,159833.0,160599,37762,276121,160448,361315,41008,174850,110189,194165,lose,2015,0,8,22,39.0,28.0,39.0,49.0
224,2015/2016,3,2015-08-22,37954,10260,10261,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,109060,46820.0,165823,161012,362694,46893,30872,41468.0,449241,303824,30829,24229,277761.0,24228,30929,240236,109652,160243,479020,108038,39968,351860,win,2015,0,8,22,58.0,43.0,31.0,25.0
225,2015/2016,3,2015-08-22,37624,9850,10194,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,40602,32616.0,24903,26209,231801,201664,46354,40100.0,32734,35493,31953,288880,34036.0,119541,173382,37194,199291,23253,176300,26434,110148,72735,lose,2015,0,8,22,42.0,32.0,25.0,48.0
226,2015/2016,3,2015-08-22,44845,8472,10003,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,103428,22964.0,165526,24150,180330,109058,25150,38759.0,109330,42598,30348,30973,111800.0,155050,24948,102356,127130,46008,95955,157729,52563,26344,win,2015,0,8,22,42.0,30.0,42.0,52.0
227,2015/2016,3,2015-08-23,45074,9817,8466,1,2,4,6,8,4,6,3,5,7,5,1,3,5,7,2,4,6,8,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,9,11,11,30455,213809.0,41927,40548,35712,30966,41365,24915.0,101419,37411,72436,30841,72665.0,26552,176889,160627,166676,212470,538112,23792,303339,41280,lose,2015,0,8,23,7.0,4.0,33.0,18.0
228,2015/2016,3,2015-08-23,46612,8659,8455,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,23021,169162.0,26527,32441,23257,113968,172841,24148.0,24171,175947,51545,170323,31306.0,281207,30627,72541,115067,30613,150250,94086,107417,19243,win,2015,0,8,23,90.0,91.0,122.0,123.0
229,2015/2016,3,2015-08-22,46694,8654,8678,1,2,4,6,8,3,5,7,4,6,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,7,7,7,7,10,10,37780,214685.0,35110,49543,155782,37169,163919,148302.0,25496,23933,192899,30974,35515.0,24625,156013,68237,155913,192780,23629,46349,185236,184321,win,2015,0,8,22,64.0,48.0,4.0,3.0
230,2015/2016,30,2016-04-21,49873,9825,8659,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30859,427438.0,35606,46539,38521,339992,75489,50047.0,36378,604785,46469,24147,169162.0,32441,43248,163200,156727,113968,33468,24148,175947,239807,win,2016,0,4,21,72.0,55.0,74.0,50.0
231,2015/2016,30,2016-03-13,43450,10252,8586,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,69650,32870.0,257847,33086,93484,182223,179410,261313.0,358289,154280,107415,26295,159833.0,160599,264221,46353,361315,41008,174850,363333,157723,194165,lose,2016,0,3,13,23.0,24.0,41.0,49.0
232,2015/2016,30,2016-03-12,53387,8678,10003,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,30974,160447.0,35515,156013,68237,155913,46810,23629.0,46349,185236,232253,30973,89185.0,155050,24948,102356,46008,109638,313668,157729,38831,109121,lose,2016,0,3,12,9.0,3.0,52.0,55.0
233,2015/2016,30,2016-03-14,34447,8197,10261,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,37770,49571.0,23571,38899,43061,278343,319300,173317.0,139671,20694,286119,23979,104482.0,24228,279489,160243,109652,127130,479020,108038,94550,351860,win,2016,0,3,14,32.0,25.0,48.0,45.0
234,2015/2016,30,2016-05-11,48021,8650,8455,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,37868,157838.0,114268,30831,314605,38807,307021,37234.0,242709,184536,51553,46518,72541.0,23783,32345,324910,30613,115067,94086,107417,150250,303059,win,2016,0,5,11,73.0,89.0,97.0,115.0
235,2015/2016,30,2016-04-20,40757,10260,9826,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,182917,35327.0,165823,161012,46820,46893,41468,30829.0,299215,413557,696365,22998,154271.0,23358,23030,183519,26160,8985,198510,130670,46417,30960,win,2016,0,4,20,197.0,130.0,38.0,35.0
236,2015/2016,30,2016-03-12,33740,9850,8456,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,40602,24903.0,72417,178206,25667,201664,24393,46354.0,23538,35493,302241,31432,26111.0,39027,174321,31291,33991,40196,101103,37459,143365,37412,win,2016,0,3,12,53.0,45.0,94.0,110.0
237,2015/2016,30,2016-03-12,41856,10194,8466,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,288880,119541.0,40695,200962,37194,23253,186831,176300.0,26434,110148,72735,95336,149855.0,209405,46010,538112,212470,209384,23293,23792,94267,41280,lose,2016,0,3,12,29.0,37.0,40.0,33.0
238,2015/2016,30,2016-05-11,31143,8472,8668,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,37233,432040.0,93457,26108,180330,158879,184822,25150.0,109330,166019,30348,186054,516273.0,263653,213878,24846,101192,23782,26151,215384,160713,181276,lose,2016,0,5,11,23.0,17.0,94.0,104.0
239,2015/2016,30,2016-04-20,56103,8654,9817,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,169756,158545.0,35110,49543,155782,210276,37169,148302.0,25496,192899,47382,30455,165773.0,41927,40548,35712,131409,30966,37631,25816,37411,46120,lose,2016,0,4,20,42.0,32.0,8.0,5.0
240,2015/2016,31,2016-03-19,59732,8455,8654,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,170323,31306.0,23783,30627,72541,32345,30613,94086.0,128864,467354,39987,169756,158545.0,35110,49543,155782,37169,148302,195927,210276,25496,192899,win,2016,0,3,19,119.0,120.0,36.0,33.0
241,2015/2016,31,2016-03-19,43679,9826,8197,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,36283,146830.0,23837,23030,183519,198510,8985,26160.0,22929,160194,30960,37770,49571.0,23571,38899,43061,278343,319300,173317,139671,20694,286119,win,2016,0,3,19,48.0,41.0,32.0,25.0
242,2015/2016,31,2016-03-19,33714,8668,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,186054,77690.0,23268,213878,24846,212866,101192,30895.0,215384,160713,181276,50065,427438.0,177503,46539,38521,159594,339992,50047,36378,604785,113836,win,2016,0,3,19,104.0,118.0,42.0,30.0
243,2015/2016,31,2016-03-20,42448,8456,10260,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,31432,26111.0,30459,156551,31291,36615,40196,33991.0,37459,246575,37412,182917,46820.0,165823,161012,161035,34944,46893,299215,41468,413557,696365,win,2016,0,3,20,126.0,140.0,68.0,56.0
244,2015/2016,31,2016-03-20,40103,10261,8472,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,8,8,8,8,11,23979,104482.0,277761,279489,160243,166422,127130,94550.0,108038,479020,351860,37233,432040.0,93457,26108,180330,158879,184822,109330,109058,166019,30348,win,2016,0,3,20,43.0,42.0,30.0,16.0
245,2015/2016,31,2016-03-20,30730,8466,8650,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,95336,149855.0,209405,26552,46010,23792,212470,209384.0,94267,23293,41280,37868,239856.0,114268,94043,157838,37234,47558,307021,184536,51553,426202,lose,2016,0,3,20,45.0,34.0,109.0,60.0
246,2015/2016,31,2016-03-19,42410,10003,10252,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30973,89185.0,155050,24948,259810,46008,144996,313668.0,109638,157729,26344,69650,32870.0,33086,161414,93484,182223,179410,358289,261313,154280,107415,win,2016,0,3,19,52.0,39.0,28.0,28.0
247,2015/2016,31,2016-03-20,57221,8586,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,26295,159833.0,160599,264221,46353,361315,41008,174850.0,363333,157723,194165,30974,160447.0,35515,156013,68237,155913,23629,155129,46349,185236,232253,win,2016,0,3,20,41.0,49.0,4.0,3.0
248,2015/2016,31,2016-03-19,55244,9817,10194,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,30455,213809.0,40548,114769,417068,37411,30966,37631.0,41365,101419,72436,288880,36786.0,119541,200962,173382,23253,186831,33881,26434,110148,172321,lose,2016,0,3,19,7.0,4.0,62.0,47.0
